message,aid_related
The incident raised Bihar's flood death toll to more than 70.,1
"The flag would be flown at halfmast for three days in mourning for the thousands of people killed in Saturday's killer earthquake, presidential spokesman Karim Rahimi told reporters.",0
The existing sea-level gauge and seismic network will be upgraded and expanded to ensure accurate and timely tsunami warnings.,0
"More typhoons or tropical rainstorms will hit China this year partially due to the warm ocean current in the northwestern Pacific and high temperatures in the Qinghai-Tibet Plateau, according to CMA experts.",0
"A very large portion of the country north of about 15 N, received deficient/scanty rainfall.",0
"The third flood crest, which formed July 14 after torrential rains pelted the Yangtze river valley, passed through Jingjiang, Hubei province Thursday evening and were pressing towards Wuhan, home to some 4 million people, the Xinhua news agency said.",0
Tornadoes are violently rotating storms of small diameter produced in a severe thunderstorm.,0
"This is due to severe droughts, poor harvests and rising food prices across the region.",1
"The Ministry of Trade and Industry is directing efforts on troubleshooting damaged power distribution networks and providing electricity to installations such as water plants, hospitals, medical stations, and media and communication stations.",0
A spokesman at the Shanghai Municipal Weather Observatory said the excessive rain was caused mainly by weather phenomena known as an upper trough and a near-land stationary front.,0
"About 3500 schools were demolished by the incessant monsoon showers while more than a thousand bridges and culverts were wrecked by the rains, disrupting vital road links.",0
"NEW DELHI: A blistering heat wave continues to lash large parts of the country, including Orissa, where 67 people have so far died due to sunstroke.",1
"The launch at the Bank Central Asia (BCA) is another sign that the Red Cross Red Crescent tsunami operation is moving into the rehabilitation phase, six months after the disaster struck.",1
"More than 220,000 people were killed when a 9.1-magnitude quake hit off Indonesia in 2004, unleashing a massive tsunami that devastated coastlines in countries around the Indian Ocean as far away as Africa.",1
On Sunday 26 December 2004 the Asia-Pacific undersea tectonic plates were jostled around creating the worst tsunamis that mankind had experienced in documented history.,0
"Cholera, seasonal influenza and bloody diarrhoea caused by shigella bacteria have all been detected in Morobe as well as the neighbouring Eastern Highlands Province.",0
"Between June and September, 1999, West Africa experienced exceptionally heavy rainfall, flash floods and tropical storms.",0
"Canadians had until yesterday to see their individual donations matched by the government into its response pool for the Nepal disaster, and tens of thousands of them made generous contributions to relief efforts.",1
"The Meteorology, Climatology and Geophysics Agency (BMKG) has predicted that the El Niño weather phenomenon will reach its peak in October, while the prolonged drought has caused harvest failures in several rice-producing regions.",0
"""Today, in the Horn of Africa, more than 13 million people are affected by one of the region's worst droughts in 60 years,"" he said, referring to a crisis that in war-torn Somalia alone has already killed tens of thousands of people, put 750,000 more at risk of death in the next few months if there is no adequate response, and affected four million others.",1
"Indian Air Force officers at Car Nicobar documented a water spout in April 2013 which shot up from a sinkhole to 1,000 metres in the sky over the Bay of Bengal.",0
He explained that the rockslide was the result of fractures in the rocks which grew with the erosion by sewage water over the years.,0
Gorontalo BPBD secretary Ridwan said that the flooding was exacerbated by rampant deforestation in the hilly area.,1
"Geologists have said they expect an eruption of Kelut would comprise of ""heat clouds"", searing gases and volcanic debris rushing down the slopes, similar to the most recent eruption in 1990 that left 34 dead.",1
"Floods and landslides triggered by the summer deluge have caused the evacuations of more than 800,000 people, state-run television said.",1
"Families have appealed to government to assist them with tapelines for drying food,tents for providing emergency accommodations ,mosquitoe nets,water purification,posho and beans to help them through the floods ordeal.",1
"Saltwater intruded into fresh water lenses on almost all of the 1 200 islands, resulting in vegetation browning and dieback.",0
"At least 5,687 people were attacked with the disease since the tropical cyclonic storm lashed the coastal upazilas.",1
"Thousands of people along Burma's eastern border states have been forced to remain in makeshift shelters after days of heavy rains triggered widespread flooding, which observers say was the most severe in two decades.",1
"* A hydrological drought occurs when precipitation has been reduced for an extended period of time, and water supplies found in streams, lakes, rivers, and reservoirs are deficient.",1
Some Missions was sent to affected provinces to assess the post-typhoon situation by Clean Water and Rural Environmental Hygiene Center - MARD.,1
"Many houses in the area were poorly constructed, with wooden roofs that fell on occupants when the quake shook them.",1
"LONDON (AlertNet) - AlertNet members are on the scene in the Indian subcontinent, where a 7.6-magnitude earthquake shook cities and villages in Pakistan, India and Afghanistan on October 8.",1
World Vision staff stationed in Jabouri immediately reached the mudslide area to offer assistance.,1
World Vision staff stationed in Jabouri immediately reached the mudslide area to offer assistance.,1
"A 6.8-magnitude earthquake jolted the county on Sunday night, affecting 7,645 people.",1
"CWS sent $25,000 in blanket funds to assist 5,000 survivors of that earthquake.",1
"As well as radio, CAAEB outreach workers go house-to-house and distribute flyers to educate the community about preventing the spread of Ebola and to reduce the stigma that Ebola survivors face when they return home.",1
The deadly storm left as many as a million people homeless with virtually no food or drinking water.,1
"Satellite imagery indicates that rainfall amounts were well above the five-year average over the whole of Western Ethiopia during the first dekad of November while other parts of the country, especially Somali, east and South Oromia and parts of Afar received below normal rainfall.",0
In September 2002 the constitutional limit on political parties was removed.,0
"The peak for dengue cases is generally during September-end but, due to intermittent rains last month, the temperature got stabilized to about 25 degrees Celsius, conducive to breeding of the aedes mosquito. Aceh Jaya, Indonesia, 28 June -- Mexican delegates from an historic fundraising initiative visited Aceh recently to see how they enabled UNDP and UN-Habitat to help survivors of the 2004 tsunami rebuild their homes. Hola Hospital, used as a referral hospital by surrounding districts, was cut off and has already cost some lives and some manyattas remain marooned by flood waters. It has been snowing heavily and raining since yesterday.",1
"SYDNEY, Dec 7 (Reuters) - An Australian search and rescue team sent to a mining exploration camp in Papua New Guinea hit by a devastating landslide had found no more dead bodies after the initial 10 dead, an Australian government aid official said on Sunday.",1
"August is the autumn rainy season in Ke'erqin grasslands, and the temperature drops to less than 10 Celsius at night.",0
"The heavy rains also affected Tamil rebel-held northern areas, where government troops are continuing military operations.",1
"Further study was underway to determine the potential role of pollution in the recent outbreak, but preliminary findings had ruled out the idea that toxic algal blooms may have played a role in the deaths, the World Bank statement said.",1
Powerful earthquakes shake Indonesia,0
"Although IRCS/Federation programmes are showing a positive impact in the process of rehabilitation of the cyclone affected areas, worsening weather conditions may slow down progress, since the water level in the majority of districts in Orissa has now reached the danger level.",1
"The worst floods in decades triggered by torrential monsoon downpours have ruined many farmers and hammered agriculture, the mainstay of Pakistan's already fragile economy.",0
"Associated Press reports that road crews have repaired a flood-damaged road along the Limpopo River, enabling trucks to deliver food and relief supplies to Chiacalane, 120 miles north of Maputo.",1
"The Central districts of Kinangop, Nyahururu and Aberdares which could receive normal to above normal rainfall.",0
"Dams on the River Niger have reached their highest water levels in 29 years, prompting the Nigerian National Emergency Management Agency to issue an immediate evacuation notice for people living along the river plains.",0
"A country notorious for its bitterly cold winters, Russia is enduring its severest heatwave for decades which saw all-time temperature records tumble throughout July.",1
"In the late 1980s, IFAD had success testing new techniques to battle another pest, the New World screwworm, the larvae of the screwworm fly.",0
"According to the National Disaster Management Authority's estimates, at least 1.2 million houses have either been damaged or destroyed by the catastrophic floods in Pakistan.",0
Western districts of the country have experienced heavy rainfall for some days.,0
"KATHMANDU, Aug 22 (AFP) - Police and soldiers have reached a remote Nepalese village where up to 100 people are feared buried under a mudslide triggered by lashing monsoon rains, state radio said Thursday.",1
"A landslide buried several tents in the northwestern village of Daddar, some 240 kilometers (150 miles) from Peshawar, killing ten people and injuring five, district police officer Waqar Nazir told AFP.",1
"According to the Moroccan geophysics center of the national center of scientific and technical research, the tremor epicenter was located in a small locality near the northeastern city of Al-Hoceima.",0
Narrow creeks have become raging torrents.,1
"It has bee two years now when on 8th October 2005 an earthquake jolted Kashmirand four districts of NWFP, causing a rigorous damage to the life and property of the people.",0
"BEIJING, Sept 24 (Reuters) - Continuous rain near the epicentre of China's May 12 earthquake has killed at least two people, left 30 missing and thousands stranded by mountain torrents, cave-ins and mudslides, state media said on Wednesday.",1
"Moments earlier their simple mud-brick home had literally collapsed in front of them following a sudden cloudburst, burying what few possessions they had under a giant slab of still shifting clay.",1
"With mud and debris clogging waterways, providing medicine and safe water to prevent water-borne diseases and epidemics is urgent.",1
"MUZAFFARABAD, Pakistan, Nov 1 (Reuters) - Pakistan appealed for antibiotics and painkillers on Tuesday as it raised the toll from last month's devasting earthquake to 57,597 killed and nearly 79,000 injured.",1
There have been heavy rains in north Indian states like Uttarakhand and Himachal Pradesh over the weekend which farmers are hoping will stop in time for the kharif harvest while vegetable supplies to cities like Delhi may be affected.,1
"Beginning on August 28, continuous torrential rain hit most parts of Shaanxi province, causing serious flooding and extensive landslides.",0
"India has dropped its initial reluctance to sharing real-time seismic data, said Harsh Gupta, who heads India's Department of Ocean Development and will chair the group for the next two years.",0
"Since 15 June, earlier than expected, heavy seasonal rainfall has affected more than 10 Provinces and municipalities, especially those lying along the Yangtze river and its tributaries.",1
The northern parts of the Republic of Namibia has suffered floods which were caused by the extremely heavy rainfall over a large part of southern Africa in mid-March.,1
"Prior to this disaster, we experienced devastating veld fires because we went almost immediately from winter to summer, with virtually no spring. Most of the displaced are living in temporary camps under tarpaulins, which are not appropriate for families, especially children, who will have to face chilly weather conditions very soon. At least 3,500 dead after 6.3-magnitude quake strikes Java's central region. The powerful cyclone smashed into the low-lying Irrawaddy delta, unleashing a storm surge as high as 12 feet, according to Reuters. On the night of 15 to 16 July, a hail storm with strong winds in Labé, middle Guinea, damaged homes and affected 869 households, and destroyed 322 hectares of crops, according to UN and government humanitarian officials just back from an evaluation of the area. Ministry officials said they had been trying to deploy health workers to badly affected areas using two military helicopters, but the aircraft were only of limited use due to the continuing appalling weather conditions, a spokesman said. SHANGHAI, June 15, 2009 (AFP) - At least 14 people were killed and more than 180 others were injured in a severe hail storm that destroyed thousands of homes across eastern China's Anhui province, authorities said Monday. By August 29, kharif crops were sown in 966.25 lakh hectares. Floods triggered by monsoon rains are affecting some 5.4 million people and displaced 1.8 million, according to the agency. SATKORLAK PB East Nusa Tenggara reported that flash floods occurred in Reok Sub-district and landslides hit seven sub-districts, namely Cibal, Wae Ri'I, Lamba Leda, Poco Ranaka, Ruteng, Langke Rembong, and Kota Komba. But the roads that remain along the coast are now in deeper water, the mud remains, the potential for disease increases, and the cold dampness causes people on the margins to be even more vulnerable. A massive earthquake measuring 7.8 on the Richter scale shook Nepal on late Saturday killing and injuring many people. To meet these needs, NRC organised two trainings for 78 male and female primary school teachers in Bajaur and Mohmand Agencies with the objective to enhance the capacity in current teaching-learning approaches, including lesson planning, class room management, dropout prevention, community mobilization and child psychology. In neighbouring Algeria to the east, a massive quake struck the densely populated coastal region with its epicentre near the capital Algiers in May 2003, killing more than 2,300 people and injuring about 10,000. To date, total private contributions from the U.S. to earthquake relief and reconstruction are estimated at $130 million. In the middle and southern part of Zhejiang province, due to the continuous rainfall, the water levels in Qiantang river, Ou river and Feiyun river exceeded the warning line as well as the danger line. (A true drought is usually the result of more than two successive rain failures.). The process of payment of compensation to the affectees has been expedited in order to enable affectees to start construction of their houses in wake of severe cold weather in the Area. The past week brought slight relief in many areas of northern and southern Somalia, with 7-day total rainfall accumulations exceeding 10mm in some locations. BEIJING, Aug 16 (AFP) - Some 200 people are dead or missing following three days of flash flooding that hit central China's Hunan province, officials said Monday. Governments, civil society and humanitarian agencies needed to prepare strategies to cope with the impact of, among others, an increased number of hydro-meteorological disasters, such as hurricanes, cyclones floods and mudslides. These children lived in areas where the quake damaged or destroyed at least 60% of structures. We have also been able to deliver large amounts of shelter, food and hygiene materials to the affected people to help them get through the next few weeks as the rain buckets down.",1
Examples include densely populated flood plains.,0
"Cyclone Nargis and its accompanying storm surge flattened towns and villages in the delta, affecting some 2.4 million people and damaging some 790,000 houses, 57% of which were totally destroyed.",1
"- UNICEF - up to $13.5 million, based on the current projections of matching donations to UNICEF Canada.",0
"Aedes mosquitos that transmit chikunguya and dengue fever are also attracted to the water during such times,"" she added.",0
Following last year's bumper crop the Government banned imports of rice in 2004 and there are adequate stocks to cover the food needs of the population affected by wave surges.,1
"The rainy season hit Mozambique exceptionally hard this year, unleashing torrential rains early in February followed by a cyclone and severe flooding.",0
"Two types of assorted vegetable seed kits (15,000 of each type) were provided, depending on farmer preference, which included seeds of bushitao, bitter gourd, amaranthus, tomato, chilli, okra, snake gourd, brinjal and capsicum.",0
"Most of the displaced are living in temporary camps under tarpaulins, which are not appropriate for families, especially children, who will have to face chilly weather conditions very soon.",1
"[corrected version] The onset of seasonal rains is posing logistical challenges, as well as hampering the access of beneficiaries to distribution points.",0
"Although other factors also come into play such as surface temperatures and frequent and intense tropical storms over the southeast Indian Ocean, some initial research seems to indicate that La Niña (a cool event) can lead to a decrease in rainfall during the belg season but heavier rain during the main season (meher rainy season) Ibid also Bekele, Fekadu, Ethiopian Use of ENSO Information in Its Seasonal Forecasts, National Meteorological Services Agency, Addis Ababa, Ethiopia.",0
"The managing director of the Interior Ministry's Research and Coordination Department, Abbas Jazayeri, said on Thursday that although 86 percent of Iran's urban population lived on earthquake faults, 70 percent of natural disaster damage was caused by floods, the Iranian news agency, IRNA, said on Friday.",0
"However, many farmers were unable to repay last year's loans because of reduced production caused by weather anomalies.",0
"Educational institutions will continue to remain closed for two days from Monday as the cyclone ravaged people are accommodated in most of the school premises, sources said on Sunday.",1
"The Commission has earmarked a further 20 million in humanitarian funding on top of its previous allocations for 2009 (18 million) to help victims of continuing insecurity and climatic hazards with a focus on health/nutrition, water/sanitation, food and food security.",1
It was the second quake to hit the area on Saturday after a tremor measuring 5.5 on the Richter scale shook the seabed 256 kilometres (159 miles) west of Sumatra island in the middle of the afternoon.,0
"Nepal has been worst hit, with 105 people confirmed dead after torrential rain triggered landslides and flooding, devastating entire villages in what the country's prime minister termed a ""national tragedy"".",1
Crop varieties are unique in the nutrients they require and the pests they attract.,0
The severe cyclonic storm had claimed 40 lives in Tamil Nadu and seven in Puducherry.,1
Community fire safety teams have also been set up to sensitise camp dwellers on appropriate use of heaters and what to do should a fire break out.,0
"Fires have destroyed some 31,000 hectares (77,000 acres) of the taiga, a huge belt of coniferous forest between the Siberian steppes and the Arctic tundra.",0
"Pakistan's emergency continues to worsen as bloated rivers head southwards, flooding new areas and triggering massive further displacement.",1
"The Meteorological Department has forecast rainfall would decrease from Thursday to Saturday, but return in the North and Northeast on Sunday and Monday.",1
"515 people and 96 items of equipment, including 9 aircrafts (3 planes and 6 helicopters) were engaged in the fire extinguishing operation from the foreign states",1
"Before the recent snowfall, relief workers had taken advantage of unseasonably warm weather to distribute nearly 500 all-weather tents to areas below 5,300 feet in elevation, and disseminate 12-foot-long pieces of corrugated metal that can serve as roofing material for temporary dwellings.",1
"The appeal, made on the basis of recommendations from fire-fighting experts meeting in Geneva, in April, was made at a time when fires raged in large parts of Indonesia's East Kalimantan province, threatening much of the region with detrimental smog.",0
"NEW DELHI, Aug 18 (Reuters) - The onset of monsoon rains in Sri Lanka is raising fears for the safety of thousands of war-displaced Tamils after rain flooded camps, ruined shelters and caused sewage to overflow, aid workers said on Tuesday.",1
"Officials say the death toll and the amount of property damage could increase, as weather forecasters predict more rain.",1
"In the immediate aftermath of natural disasters such as earthquakes and tsunamis, Japan will provide rapid and effective assistance based on the needs of disaster victims and evacuees such as shelter, clothing, food, water, sanitation and health in order to protect their lives and livelihoods and to secure supply of minimum requirements for subsidence.",1
"For 24 hours beginning on the night of 26 June the rainfall was 178 mm, while the average yearly rainfall in the district is 101 mm.",0
The outer bands of the storm lashed Hong Kong overnight with heavy rain and strong winds but the city was spared a direct hit as the typhoon veered west towards Hainan.,0
"The subduction zone surrounding the immediate region of this event has not witnessed a megathrust earthquake in the recent past, rupturing last in an earthquake of M 8.5 or larger in 1797.",0
Aid agencies are also concerned that more rainfall and rapidly melting snow will exacerbate the situation.,0
"There was more heavy rain overnight in Jakarta, although the weather brightened on Tuesday.",0
"Army troops with their high platform vehicles, armoured cars, unicorns, trucks, earth moving machinery and other equipment at the time this report was pasted, were busy clearing clogged culverts, waterways and drains, clearing fallen trees and branches, supplying of cooked meals, evacuating of victims to the nearest public places and conducting all other essential services after Colombo recorded the highest rainfall in 18 years.",1
"The Mozambican Meteorological Institute forecasts continuing intermittent rain in coastal areas of Zambezia, Sofala and Inhambane provinces today.",0
"Metrological forecasts indicated that further rainfall will fall, and the recent flash floods in Hunan and Hong Kong, as well as the torrential rainstorm in Zhejiang, indicate how volatile the situation remains.",1
"Death toll of the unprecedented disaster has reached over 150, 000 since an 8.7-magnitude underwater earthquake struck off the Indonesian island of Sumatra on Dec. 26 and triggered tsunamis which battered the coastlines of the Indian Ocean.",1
Flash floods triggered by torrential monsoon rain during the past 48 hours have claimed over 20 lives in Gujarat.,1
"Responding to their SOS, the rescue team including a doctor rushed to the site tiding the flood waters.",1
"In addition to delivering aid, the task force transported 534 personnel and conducted 63 casualty evacuations.",1
"The announcement of the donations today - approximately $32,500 - comes just over a month after a devastating 7.8 magnitude quake hit the country, resulting in the deaths of more than 8,000 people and leaving millions homeless.",1
"Though flood waters have begun to recede in some parts of the city and some people are returning to their homes, additional heavy rain forecasted for the next two weeks could trigger additional flooding and landslides.",0
Food security improved in areas that experienced more favorable weather and increased food production this past season.,0
"An email to Red Cross supporters saw them donate =A33,500 within minutes, with average online donations over =A330.",1
"In other parts of the state, dams overflowed, forcing the evacuation of thousands.",1
"The Fiji Rugby Union also handed over the $15,000 donation that was collected as part of the charity auction held in Nadi recently.",1
"Heavy monsoon rain at the end of June unleashed mudslides and flash floods in the Himalayan state of Uttarakhand which affected 1,600 villages, leaving more than 500 people dead and 5,000 missing.",1
"In the past 24 hours, intense and persistent rainfall was recorded in the northern region of Mozambique, Zambia, Malawi and Tanzania.",0
"Thanks to this generous contribution, the WFP air passenger service in Guinea, Sierra Leone, Liberia, and Côte d'Ivoire will be maintained until its expected ending date.",0
Aid for the victims of the October 8th earthquake is being severely hampered by harsh climatic conditions.,1
In some areas the torrential rain fell consistently for almost three days.,0
"Farmers have been urged to fight the locusts with traditional methods -- digging holes that young, wingless insects will fall into then burning or drowning them, or, failing that, stamping on them and beating them with sticks.",0
"Hou told Xinhua that one body under mudslide debris was recovered Wednesday.Beijing was hit by a massive storm on July 21, flooding downtown streets, triggering landslides in suburban areas and resulting in more than 70 deaths.",1
"Soon after, the Southern Africa Regional Outlook Forum (SARCOF) issued its forecast in September 2000 of higher-than-normal rainfall, particularly in the central region of Mozambique.",0
"This will be achieved by the development of an appropriate institutional framework for the effective and sustainable management of urban wastewater in Benin, preparation of a wastewater master plan for Cotonou agglomeration (Cotonou, Seme-Podji, and Abomey-Calavi) and Porto Novo, and the implementation of a small-scale decentralized sanitary drainage and wastewater treatment pilot project.",0
"A persistent snowfall blanketed the entire country, with 60 percent covered by 20-40 centimeters.",0
"Parts of the Rift Valley, Nakuru, Njoro, Narok, Samburu, Pokot and Baringo are likely to receive normal to below normal rainfall, while the rest of the country will remain generally dry.",0
The new phase places emphasis on treatment and care for patients suffering from severe symptoms.,1
"Rescuers battled for hours against atrocious weather conditions to reach hundreds of people who have been trapped in the Salang Pass, in Parwan province for more than 30 hours.",1
"Since the earthquake centered on Wenchuan County, Sichuan Province, 84,017 survivors had been rescued from the debris, more than 2.04 million injured hospitalized and 15.1 million people relocated to safe areas.",1
A record-breaking heat wave during June in central Russia caused more than 100 deaths and started huge fires.,1
"In the Philippines, millions of terrified flood survivors, many of them sheltered in vulnerable, makeshift evacuation centres, faced the fresh horror of an approaching super typhoon.",1
The Rotary Club brought in psychiatrists to help children who have been traumatised by the earthquakes and ongoing aftershocks.,1
"The humanitarian aid delivered by the Chinese side on Aug. 20 was worth three million U.S. dollars, including fire extinguishers, compressors, fire-fighting suits and gas masks.",0
These adverse climatic conditions have been attributed to the El Niño phenomenon.,1
"After six consecutive poor harvests, farm families in Aftout, a resource-poor enclave of absolute poverty in the south-central part of the country straddling Brakna, Gorgol, Assaba and Tagant regions, are facing yet another bleak harvest.",0
"El Nino, which disrupts ocean currents and the air above them, has been blamed for the severe drought that has hit eastern Indonesia.",0
All efforts are required by the affected countries to monitor the current infestations and undertake the necessary control operations in order to prevent locusts from increasing further and spreading to other countries in the Region.,0
"Tonnes of food, water, tents and medical supplies have been trucked and flown into the main cities and towns in areas hit by the flash floods triggered by torrential rains.",1
Some areas are facing precipitation deficits of over 100 mm.,0
"NAMIBIA: Maize production is forecast to rise by 122% to 49,300 tonnes due to increased plantings and favourable rainfall conditions; improved output of sorghum/millet is also in prospect..",0
Taiwan meanwhile pushed ahead with the massive reconstruction effort as widespread outrage over the government's slow disaster response threatened to turn into a full-blown witch hunt.,1
Schools have also been closed due to the inclement weather condition.,0
"New Delhi (dpa) - More than 25,000 people may have perished in the killer cyclone that hit the eastern Indian state of Orissa last month, a news report said Thursday.",1
"By 28 October, the deep depression has intensified and developed into a severe cyclone with a core of hurricane winds moving northwest-ward at a speed of about 15 kph.",0
"In contrast, abnormal dryness continued from southeastern Kenya southward into eastern Tanzania.",0
"BARMER, India, Aug 28, 2006 (AFP) - Rescue workers continued Monday to pull bodies from the water in India's desert state of Rajasthan after heavy monsoon rains caused flash floods that claimed at least 150 lives in the past week.",1
"The eastern coastal city of Gangneung, experienced a record rainfall of 871 mm and winds of up to 57 metres per second (127 miles per hour) were recorded as Rusa hit southern regions of the peninsula.",0
"However, the chronicity of the drought as well as the severity of the recent drought has compromised the economic as well as the nutritional status of the vulnerable population.",0
"However, variable rainfall in that month over the past two decades has pushed farmers to wait until the rains arrive, sometimes as late as the end of the month.",0
"Hundreds of strong tremors have been felt since Monday's 6.8 magnitude quake rocked the remote corner of Muslim-majority Xinjiang province close to the border with Central Asia, killing at least 266 people.",1
"CARE International, the world's third largest aid agency, is warning a serious public health threat could be on the way as the floodwater recedes.",1
It will also pilot a community-based rehabilitation model that can be replicated at the national level to serve more people in need of rehabilitative therapy and to better position and prepare China to respond to future disasters.,1
"The president commended the efforts of private citizens to provide assistance such as food and blankets, but said it is most important to provide cash donations to organizations that are able to focus resources and meet specific needs on the ground.",1
"With an allocation of $100,000, the UN Development Programme (UNDP) is providing tarpaulins and other essential non- food items to improve shelter conditions for 865 displaced families.",1
"This has created favorable conditions for the ongoing agricultural campaign, but it has also increased the risk of flooding and mudflows due to snow melting over the course of the spring.",0
"Slightly heavier rainfall is expecting during the coming period, however, it will not be enough to improve conditions substantially.",0
"In the face of ongoing heavy snowfall and bitterly cold temperatures, the Ministry is making available another half a million euro to enable German aid organizations to finance urgent emergency projects.",1
"Heavy rains have caused disruption in rail and road traffic in Konkan region affecting Ratnagiri, Raigad, and Thane and Mumbai districts.",0
"An estimated 20,000 people are in need of emergency shelter and have already spent three nights in the open with pouring rain.",1
The Fund has supported aid activities ranging from immediate emergency response feeding and shelter programs to long-term recovery and specialized rehabilitative care for seniors and persons with disabilities.,1
The flood disaster in China has been aggravated by the fourth flood crest finding its way into areas along the swollen Yangtze River.,0
"According to weather experts, there will be scattered light to moderate rain over the upper catchments of all the major rivers and in northern and north-eastern Punjab.",0
"Provided that favourable weather conditions prevail during late spring and summer, the report forecasts aggregate cereal harvest in the region at 115 million tonnes (59 million tonnes of wheat and 55 million tonnes of coarse grains).",0
"In the mineral-rich state of Orissa, around 5,000 people were marooned after fresh floods triggered by a coastal storm swamped villages in six districts.",1
"Seismic activity escalated dramatically last week at the volcano on the densely populated island of Java, with increasing lava spurts and about 500 multi-phased volcanic earthquakes recorded.",0
"This leaves around 75,000 people at risk of malnutrition until next year's harvest, which will take place only if irrigated crops can be planted on schedule.",0
- The torrential rains and the ensuing flash floods during the past two weeks have resulted in 42 fatalities.,1
"Siberia has vast conifer forests, treeless tundra in the arctic north, and dry treeless grasslands to the south.",0
"In the northeast, the impact has been largely due to seasonal rivers bursting their banks or changing course.""",0
"In addition, the heavy unseasonable rains in parts of the country in October and November have damaged crops and led to pre-harvest losses according to preliminary information from the field according to WFP report; this will further affect households' recovery from current acute food insecurity.",1
"Far away in New Zealand, one person was feared dead and hundreds had been evacuated after rain-swollen rivers flooded a wide area and dozens of small earthquakes contributed to mudslides, officials said on Monday.",1
"(a) Due to the persistence of drought and the probable food deficit in the Northwest Pastoral and Southeast Pastoral sub-zones caused by abnormal rainfall during Karan/Karma (the main rainy season this year), the Minister of Interior launched a joint UN Agencies and Djibouti Government mission, following a meeting held on 25 October.",1
"63 feeders restored, power restored in 7 towns consisting of 58 villages.",0
"Now we better control and fight bushfires, allowing a better protection of the village pastures thus ensuring availability of feed for our animals until the rainy season.""",0
"Around 2,800 people left homeless by the storm were still waiting for aid.",1
"Several had pre-existing partnerships with international NGOs, either through the ongoing drought mitigation action, or through development programmes.",0
"Over the last 48h, a tropical depression caused heavy rainfall and consequent flooding in provinces in Central Vietnam and the Central Highlands.",0
"We have seen this in previous crises, from the Indian Ocean tsunami in 2004 to the earthquake in Haiti; individual donations can have a tremendous impact.",1
"Since several areas will remain flooded till monsoon rains taper off by the next month, it is a big challenge to provide tents and rehabilitate the evacuated people, he added.",1
"In some areas, whole villages were covered in mudslides, officials said.",0
"Farther south, in contrast, rainfall deficits continued from Liberia eastward into Cote d'Ivoire and Ghana.",0
"But efforts to prevent the major causes of malnutrition are often not well integrated; instead they are ""siloed"" in pilot projects or ""vertical programmes"" focusing on vaccinations, healthcare or nutrition, each run by a different organization.",0
"But even with people on the ground, Myanmar currently suffers a shortage of the plastic sheeting that is needed get families out of the monsoonal downpours and under cover.",1
"The first two days of the new year saw blizzard conditions in the Allai Valley, with accumulations of snow reaching nearly three feet, cutting off road access into the area.",0
WFP has also moved forward the general food distribution to mitigate hunger due to lost food stocks and crops as a result of the violent storm that devastated the camp two weeks ago.,1
"Mali, one of the world's poorest states, is in the grip of a hunger crisis which is affecting the wider Sahel region of West Africa.",1
"A strong earthquake struck the western part of Xinjiang region, China, at 10:03 hours, local time, on Monday 24 February 2003 (02:03 UTC, on 24 February).",0
"Banda Aceh, Indonesia (dpa) - Dozens of troops from Switzerland ended their six-week humanitarian operation in tsunami-devastated Aceh on Sunday, hours after a 6.7-magnitude aftershock rattled the Indonesian province.",1
"The prevailing situation in Afghanistan - with war ravaging the country, serious drought afflicting certain regions and living conditions rapidly deteriorating - only served to heighten fears about the fate of those returning, according to its Iranian head of mission, Francois Calas.",1
"China planned to parachute troops and supplies into Wenchuan on Tuesday, but later called off the action due to unfavorable weather conditions including thunderstorms and heavy rain.Held in collaboration with hundreds of volunteer organizations worldwide, these activities will range from food donation drives to planting community gardens, cleaning up parks and helping the elderly.He also mentioned projects like children hospital, burn centre and dental college.",1
"In January, Mongolia witnessed the coldest weather in 50 years with temperatures dropping as low as minus 52.9 centigrade.",0
"The military, which has ruled for 46 years and is shunned by the West, has not issued an appeal for help since the Category 3 storm packing winds of 190 kph (120 mph).",1
The charity has launched a fundraising campaign with the goal of raising 50 million USD to assist with its aid efforts.,1
The project was funded to the tune of Kshs13.8 million by the Foundation and implemented by KRCS with an aim of improving food security through increased access to safe water for irrigated farming and domestic needs.,0
They spent one night in Yushu in the below freezing temperatures surviving on the kindness of other organizations and agencies.,0
Isolated areas in northern Jiangsu still suffer extreme drought.,0
"Though Goma continues to experience minor earthquakes and concerns remain over volcanic gasses, the likelihood of another eruption is low.",0
"Thailand issued flash flood warnings for the north and northeast, which forecasters said could expect three days of heavy rain until Damrey petered out.",0
"However, one of the major roads connecting Yadong with Xigaze has resumed traffic and telecommunications services have been restored, as local authorities in Yadong have put an emergency power supply system into operation.",1
MR Sukhumbhand made known that the BMA had set plans to construct a drainage tunnel stretching 66 kilometers under the Bang Sue area.,0
"The dust storm followed by rain and hailstorm also hit Sukkur and adjoining towns uprooting signboards, trees and electricity poles.",0
There is a moderate risk of swarms appearing from the east and reinvading northern and central areas.,0
"The disease had been almost eliminated in Java and Bali, with only pockets of malaria risk either in coastal areas of brackish water- or forest-breeding anopheline species, he said.",1
A freak snowstorm which swept through 15 provinces of Mongolia in early April has caused widespread damage.,1
"In addition to using it for his own livestock, proceeds from the sale of surplus fodder have helped increase his income, which means he is now more resilient to shocks, including recurring droughts.",0
Troops and disaster officials have also been seeking to defuse threats from dozens of unstable 'quake lakes' created by quake-caused landslides choking rivers and endangering hundreds of thousands of people downstream.,0
